weight_id,w_gmic,w_nyu,w_glam,threshold_id,threshold_quantile,threshold,threshold_source,ground_truth_used_for_threshold_derivation,tn,fp,fn,tp,sensitivity,sensitivity_unavailable_reason,specificity,specificity_unavailable_reason,precision_ppv,precision_ppv_unavailable_reason,npv,npv_unavailable_reason,fpr,accuracy,balanced_accuracy,f1,f1_unavailable_reason,roc_auc,roc_auc_unavailable_reason,average_precision,auprc,auprc_method,auprc_unavailable_reason,diagnostic_only,eligible_for_freeze
W11,0.2,0.5,0.3,T03,0.5,0.060805,analysis_score_quantile,False,1764,1662,21,123,0.8541666666666666,,0.5148861646234676,,0.06890756302521009,,0.9882352941176471,,0.4851138353765324,0.5285714285714286,0.6845264156450671,0.12752721617418353,,0.7174689466173705,,0.13593532888306836,0.13593532888306836,average_precision_score,,True,False
W11,0.2,0.5,0.3,T04,0.7,0.140982,analysis_score_quantile,False,2443,983,56,88,0.6111111111111112,,0.7130764740221833,,0.08216619981325864,,0.9775910364145658,,0.2869235259778167,0.7089635854341737,0.6620937925666472,0.1448559670781893,,0.7174689466173705,,0.13593532888306836,0.13593532888306836,average_precision_score,,True,False
W11,0.2,0.5,0.3,T05,0.9,0.28483600000000003,analysis_score_quantile,False,3113,313,100,44,0.3055555555555556,,0.9086398131932283,,0.12324929971988796,,0.9688764394646747,,0.09136018680677174,0.884313725490196,0.6070976843743919,0.17564870259481039,,0.7174689466173705,,0.13593532888306836,0.13593532888306836,average_precision_score,,True,False
W12,0.3,0.2,0.5,T01,0.1,0.01299,analysis_score_quantile,False,348,3078,8,136,0.9444444444444444,,0.10157618213660245,,0.042314872433105166,,0.9775280898876404,,0.8984238178633975,0.13557422969187674,0.5230103132905234,0.08100059559261465,,0.713978481546345,,0.14625119000178824,0.14625119000178824,average_precision_score,,True,False
W12,0.3,0.2,0.5,T02,0.3,0.029377000000000004,analysis_score_quantile,False,1055,2371,16,128,0.8888888888888888,,0.3079392877991827,,0.051220488195278115,,0.9850606909430439,,0.6920607122008173,0.33137254901960783,0.5984140883440358,0.09685962920923194,,0.713978481546345,,0.14625119000178824,0.14625119000178824,average_precision_score,,True,False
W12,0.3,0.2,0.5,T03,0.5,0.05327,analysis_score_quantile,False,1759,1667,25,119,0.8263888888888888,,0.513426736719206,,0.06662933930571109,,0.9859865470852018,,0.4865732632807939,0.5260504201680672,0.6699078128040474,0.12331606217616581,,0.713978481546345,,0.14625119000178824,0.14625119000178824,average_precision_score,,True,False
W12,0.3,0.2,0.5,T04,0.7,0.13302499999999995,analysis_score_quantile,False,2444,982,55,89,0.6180555555555556,,0.7133683596030356,,0.08309990662931839,,0.9779911964785915,,0.28663164039696437,0.7095238095238096,0.6657119575792956,0.14650205761316873,,0.713978481546345,,0.14625119000178824,0.14625119000178824,average_precision_score,,True,False
W12,0.3,0.2,0.5,T05,0.9,0.308367,analysis_score_quantile,False,3111,315,102,42,0.2916666666666667,,0.9080560420315237,,0.11764705882352941,,0.9682539682539683,,0.09194395796847636,0.8831932773109243,0.5998613543490952,0.16766467065868262,,0.713978481546345,,0.14625119000178824,0.14625119000178824,average_precision_score,,True,False
W13,0.2,0.3,0.5,T01,0.1,0.014329,analysis_score_quantile,False,348,3078,9,135,0.9375,,0.10157618213660245,,0.04201680672268908,,0.9747899159663865,,0.8984238178633975,0.13529411764705881,0.5195380910683012,0.08042895442359249,,0.7174983378737757,,0.14281730482146565,0.14281730482146565,average_precision_score,,True,False
W13,0.2,0.3,0.5,T02,0.3,0.030100000000000002,analysis_score_quantile,False,1055,2371,15,129,0.8958333333333334,,0.3079392877991827,,0.0516,,0.985981308411215,,0.6920607122008173,0.33165266106442576,0.6018863105662581,0.09757942511346444,,0.7174983378737757,,0.14281730482146565,0.14281730482146565,average_precision_score,,True,False
