weight_id,threshold_id,threshold_quantile,w_gmic,w_nyu,w_glam,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,auprc_mean,auprc_std,balanced_accuracy_mean,balanced_accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,precision_ppv_mean,precision_ppv_std,npv_mean,npv_std,fpr_mean,fpr_std,accuracy_mean,accuracy_std,f1_mean,f1_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,threshold_mean,threshold_std,full_configuration_threshold,baseline_distance,is_best_auc_weight
W17,T13,0.95,0.1,0.1,0.8,0.7242440219922628,0.04116476903460254,0.1529060489392679,0.050060426819278865,0.1529060489392679,0.050060426819278865,0.5927419777374832,0.04292729445801743,0.22955665024630542,0.08458000406437342,0.9559273052286608,0.005761907431883517,0.17895383230540549,0.06440088840210631,0.9672260686057639,0.003724110652773769,0.044072694771339196,0.005761907431883536,0.9266106442577031,0.0069040658509054356,0.20051943009522452,0.07190448636071677,655.0,3.674234614174773,30.2,3.9623225512317894,22.2,2.588435821108957,6.6,2.4083189157584592,0.242288,0.0050436672545876695,0.24431349999999996,0.6261320304985603,True
W17,T14,0.96,0.1,0.1,0.8,0.7242440219922628,0.04116476903460254,0.1529060489392679,0.050060426819278865,0.1529060489392679,0.050060426819278865,0.5878197402437297,0.037788763537015,0.20862068965517241,0.07425812230123457,0.9670187908322869,0.004778367993259103,0.20949283621494574,0.0711957055923383,0.9667406827511572,0.003247209428181839,0.032981209167712966,0.004778367993259097,0.9364145658263305,0.005908970058747595,0.20839216444274697,0.07153021336163659,662.6,2.96647939483826,22.6,3.2863353450309964,22.8,2.2803508501982757,6.0,2.1213203435596424,0.2816487999999994,0.0040169328099930535,0.281806,0.6117796621088347,True
W17,T15,0.97,0.1,0.1,0.8,0.7242440219922628,0.04116476903460254,0.1529060489392679,0.050060426819278865,0.1529060489392679,0.050060426819278865,0.5676904234780101,0.03845857535218947,0.15960591133004925,0.07524217334038434,0.9757749356259708,0.004558534665563908,0.2155549301060137,0.09818379329266216,0.9650737732276834,0.003056830037460195,0.02422506437402907,0.004558534665563931,0.9428571428571428,0.005892348450409679,0.18276097906822222,0.08490077770147118,668.6,2.880972058177591,16.6,3.130495168499705,24.2,2.16794833886788,4.6,2.1908902300206647,0.3358764999999998,0.007909261477849877,0.3383691999999996,0.5939614876762972,True
W17,T16,0.98,0.1,0.1,0.8,0.7242440219922628,0.04116476903460254,0.1529060489392679,0.050060426819278865,0.1529060489392679,0.050060426819278865,0.5547261581271249,0.039596776786524006,0.12463054187192117,0.0789638424082318,0.9848217743823285,0.002444092958737576,0.24556998556998555,0.11819042478179885,0.9640069231904755,0.0029993767809447245,0.01517822561767147,0.0024440929587375804,0.9501400560224089,0.004034974871397207,0.16426791417390132,0.09507358219979767,674.8,1.7888543819998206,10.4,1.6733200530681511,25.2,2.1679483388678804,3.6,2.3021728866442674,0.43411000000000033,0.006533147365550864,0.432392,0.5755315586464395,True
W17,T02,0.2,0.1,0.1,0.8,0.7242440219922628,0.04116476903460254,0.1529060489392679,0.050060426819278865,0.1529060489392679,0.050060426819278865,0.5542010575759555,0.017544526157947805,0.9032019704433498,0.05077417589727592,0.20520014470856124,0.01741524190665278,0.045547251464726005,0.0011996634202355437,0.9810295893402132,0.008445645675336734,0.7947998552914388,0.01741524190665278,0.23333333333333334,0.01503891282414132,0.08671755297013609,0.0023905764359423935,140.6,11.886967653695372,544.6,12.116104984688775,2.8,1.4832396974191326,26.0,1.224744871391589,0.015346000000000002,0.0001802220852171011,0.015330000000000002,0.7493802387533314,True
W17,T17,0.99,0.1,0.1,0.8,0.7242440219922628,0.04116476903460254,0.1529060489392679,0.050060426819278865,0.1529060489392679,0.050060426819278865,0.5270480627618348,0.022490052181628133,0.06256157635467981,0.04506783452801057,0.9915345491689898,0.0029936813822521472,0.21999999999999997,0.1591644851508443,0.9617800346429405,0.001945296697408445,0.008465450831010194,0.0029936813822521134,0.9540616246498599,0.003625260253654039,0.09694371675795824,0.06953731729107958,679.4,2.3021728866442546,5.8,2.04939015319192,27.0,1.4142135623730951,1.8,1.3038404810405297,0.557595499999999,0.012107622459633099,0.5614740999999995,0.5748432815166321,True
W17,T01,0.1,0.1,0.1,0.8,0.7242440219922628,0.04116476903460254,0.1529060489392679,0.050060426819278865,0.1529060489392679,0.050060426819278865,0.5233702088220855,0.015942665250046003,0.9445812807881774,0.030640037696120028,0.10215913685599369,0.010312114355378234,0.042342754057458486,0.0012714096495396847,0.9776353245952615,0.012864522665942322,0.8978408631440062,0.010312114355378262,0.13613445378151262,0.009823909197058925,0.08105128882136538,0.002423656040031397,70.0,7.0710678118654755,615.2,7.014271166700084,1.6,0.8944271909999159,27.2,0.8366600265340756,0.00937,0.00010937321427113665,0.009376000000000002,0.7532447429023319,True
W19,T05,0.5,0.1,0.3,0.6,0.7231219011333583,0.040822092439642105,0.15511417272814876,0.04620314079941435,0.15511417272814876,0.04620314079941435,0.6734171547156131,0.02769769920352489,0.8339901477832512,0.06072315306103042,0.5128441616479751,0.008754531666860979,0.0670444967519819,0.002926761028855698,0.9865808863205391,0.0048099541103812544,0.48715583835202486,0.008754531666861015,0.5257703081232493,0.00704469262742815,0.12410534741832362,0.005677315149775587,351.4,5.941380311005184,333.8,6.0580524923443795,4.8,1.7888543819998317,24.0,1.4142135623730951,0.048794000000000004,0.00029722466250295924,0.04886,0.5746246017479585,False
W19,T06,0.6,0.1,0.3,0.6,0.7231219011333583,0.040822092439642105,0.15511417272814876,0.04620314079941435,0.15511417272814876,0.04620314079941435,0.6691040287245027,0.030906111168141903,0.7229064039408867,0.0666732890819663,0.6153016535081186,0.016707924326726603,0.07316429693356788,0.0053881614196477565,0.9814261783904475,0.004463680479093505,0.38469834649188145,0.01670792432672657,0.6196078431372549,0.015233305805242276,0.1328504202841357,0.009741571047667763,421.6,11.238327277669034,263.6,11.58878768465451,8.0,2.0,20.8,1.6431676725154984,0.069106,0.0008418610336629247,0.068924,0.5590104212892636,False
W19,T08,0.8,0.1,0.3,0.6,0.7231219011333583,0.040822092439642105,0.15511417272814876,0.04620314079941435,0.15511417272814876,0.04620314079941435,0.6672128888950856,0.03646592908414799,0.520935960591133,0.06503815727345268,0.8134898171990381,0.016777115740737675,0.10582148188902137,0.017752584068722033,0.9758259517261207,0.00348051855646558,0.1865101828009619,0.01677711574073769,0.8016806722689076,0.017170434236724867,0.17574306395359027,0.027571687394198532,557.4,11.304866208850076,127.8,11.541230437002804,13.8,1.9235384061671346,15.0,1.8708286933869707,0.120218,0.0015914678758931979,0.12001400000000002,0.520629900726034,False
