fold,weight_id,threshold_id,threshold_quantile,threshold,threshold_source,ground_truth_used_for_threshold_derivation,w_gmic,w_nyu,w_glam,training_studies,validation_studies,training_malignant,validation_malignant,tn,fp,fn,tp,sensitivity,sensitivity_unavailable_reason,specificity,specificity_unavailable_reason,precision_ppv,precision_ppv_unavailable_reason,npv,npv_unavailable_reason,fpr,accuracy,balanced_accuracy,f1,f1_unavailable_reason,roc_auc,roc_auc_unavailable_reason,average_precision,auprc,auprc_method,auprc_unavailable_reason
1,W02,T05,0.5,0.060265,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,342,344,2,26,0.9285714285714286,,0.49854227405247814,,0.07027027027027027,,0.9941860465116279,,0.5014577259475219,0.5154061624649859,0.7135568513119533,0.1306532663316583,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T06,0.6,0.08950000000000001,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,408,278,6,22,0.7857142857142857,,0.5947521865889213,,0.07333333333333333,,0.9855072463768116,,0.40524781341107874,0.6022408963585434,0.6902332361516035,0.13414634146341464,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T07,0.7,0.14669499999999994,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,484,202,10,18,0.6428571428571429,,0.7055393586005831,,0.08181818181818182,,0.979757085020243,,0.2944606413994169,0.7030812324929971,0.6741982507288631,0.14516129032258066,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T08,0.8,0.29566,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,545,141,14,14,0.5,,0.7944606413994169,,0.09032258064516129,,0.9749552772808586,,0.2055393586005831,0.7829131652661064,0.6472303206997084,0.15300546448087432,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T09,0.85,0.4,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,561,125,18,10,0.35714285714285715,,0.8177842565597667,,0.07407407407407407,,0.9689119170984456,,0.18221574344023322,0.7997198879551821,0.5874635568513119,0.12269938650306748,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T10,0.9,0.4,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,561,125,18,10,0.35714285714285715,,0.8177842565597667,,0.07407407407407407,,0.9689119170984456,,0.18221574344023322,0.7997198879551821,0.5874635568513119,0.12269938650306748,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T11,0.92,0.40693599999999974,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,628,58,21,7,0.25,,0.9154518950437318,,0.1076923076923077,,0.9676425269645609,,0.08454810495626822,0.8893557422969187,0.5827259475218659,0.15053763440860216,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T12,0.94,0.5485639999999997,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,640,46,25,3,0.10714285714285714,,0.9329446064139941,,0.061224489795918366,,0.9624060150375939,,0.06705539358600583,0.9005602240896359,0.5200437317784257,0.07792207792207792,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T13,0.95,0.55,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,640,46,25,3,0.10714285714285714,,0.9329446064139941,,0.061224489795918366,,0.9624060150375939,,0.06705539358600583,0.9005602240896359,0.5200437317784257,0.07792207792207792,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T14,0.96,0.55,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,640,46,25,3,0.10714285714285714,,0.9329446064139941,,0.061224489795918366,,0.9624060150375939,,0.06705539358600583,0.9005602240896359,0.5200437317784257,0.07792207792207792,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T15,0.97,0.55,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,640,46,25,3,0.10714285714285714,,0.9329446064139941,,0.061224489795918366,,0.9624060150375939,,0.06705539358600583,0.9005602240896359,0.5200437317784257,0.07792207792207792,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T16,0.98,0.55,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,640,46,25,3,0.10714285714285714,,0.9329446064139941,,0.061224489795918366,,0.9624060150375939,,0.06705539358600583,0.9005602240896359,0.5200437317784257,0.07792207792207792,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W02,T17,0.99,0.5544369999999993,cv_training_fold_score_quantile,False,0.4,0.3,0.3,2856,714,116,28,685,1,25,3,0.10714285714285714,,0.9985422740524781,,0.75,,0.9647887323943662,,0.0014577259475218659,0.9635854341736695,0.5528425655976676,0.1875,,0.7434922948771345,,0.14172727356958023,0.14172727356958023,average_precision_score,
1,W03,T01,0.1,0.01682,cv_training_fold_score_quantile,False,0.3,0.4,0.3,2856,714,116,28,66,620,1,27,0.9642857142857143,,0.09620991253644315,,0.04173106646058733,,0.9850746268656716,,0.9037900874635568,0.13025210084033614,0.5302478134110787,0.08,,0.7446897126197417,,0.14137812159428836,0.14137812159428836,average_precision_score,
1,W03,T02,0.2,0.02367,cv_training_fold_score_quantile,False,0.3,0.4,0.3,2856,714,116,28,127,559,1,27,0.9642857142857143,,0.18513119533527697,,0.04607508532423208,,0.9921875,,0.814868804664723,0.21568627450980393,0.5747084548104956,0.08794788273615635,,0.7446897126197417,,0.14137812159428836,0.14137812159428836,average_precision_score,
1,W03,T03,0.3,0.03375,cv_training_fold_score_quantile,False,0.3,0.4,0.3,2856,714,116,28,190,496,1,27,0.9642857142857143,,0.27696793002915454,,0.05162523900573614,,0.9947643979057592,,0.7230320699708455,0.30392156862745096,0.6206268221574345,0.09800362976406533,,0.7446897126197417,,0.14137812159428836,0.14137812159428836,average_precision_score,
1,W03,T04,0.4,0.044899999999999995,cv_training_fold_score_quantile,False,0.3,0.4,0.3,2856,714,116,28,268,418,2,26,0.9285714285714286,,0.39067055393586003,,0.05855855855855856,,0.9925925925925926,,0.60932944606414,0.4117647058823529,0.6596209912536444,0.11016949152542373,,0.7446897126197417,,0.14137812159428836,0.14137812159428836,average_precision_score,
1,W03,T05,0.5,0.060899999999999996,cv_training_fold_score_quantile,False,0.3,0.4,0.3,2856,714,116,28,350,336,2,26,0.9285714285714286,,0.5102040816326531,,0.0718232044198895,,0.9943181818181818,,0.4897959183673469,0.5266106442577031,0.7193877551020409,0.13333333333333333,,0.7446897126197417,,0.14137812159428836,0.14137812159428836,average_precision_score,
