chunk,model,elapsed_seconds,monitoring_samples,avg_cpu_percent,max_memory_mib,avg_gpu_util_percent,max_gpu_memory_mib
49,glam,393.00974996201694,126,153.615873015873,,3.388888888888889,2918.0
50,gmic,489.0463718529791,157,161.84980891719744,,1.7197452229299364,2670.0
50,nyu,72.76511450798716,24,438.0870833333333,,0.0833333333333333,2703.0
50,glam,412.44082434501615,133,167.83473684210526,,4.924812030075188,2912.0
51,gmic,485.6970495370042,156,160.67096153846154,,3.807692307692308,2671.0
51,nyu,76.19998878598562,25,450.7284,,3.36,2703.0
51,glam,409.5885820289841,132,170.95143939393938,,2.5984848484848486,2912.0
52,gmic,481.0848449540208,155,150.89070967741935,,2.95483870967742,2671.0
52,nyu,63.11771813398809,20,470.0205,,2.25,2703.0
52,glam,403.51093383398256,130,161.51861538461537,,4.046153846153846,2913.0
53,gmic,483.63013607400353,155,153.58374193548386,,2.432258064516129,2732.0
53,nyu,63.17980449000606,21,454.1923809523809,,1.2857142857142858,2518.0
53,glam,404.05866494000657,130,161.51546153846152,,3.923076923076923,2731.0
54,gmic,477.1823516300065,153,150.55555555555554,,3.2483660130718954,2494.0
54,nyu,59.754022691980936,19,473.0336842105263,,2.526315789473684,2526.0
54,glam,398.55194682997535,128,159.2578125,,4.0234375,2736.0
55,gmic,485.6784575399943,156,152.71608974358975,,4.32051282051282,2501.0
55,nyu,64.80437667801743,21,454.1428571428572,,3.1904761904761907,2533.0
55,glam,408.5990975460154,131,161.59503816793892,,2.900763358778626,2742.0
56,gmic,486.1448309469852,156,159.76660256410256,,1.1346153846153846,2500.0
56,nyu,74.21947892798926,24,445.4058333333333,,1.2916666666666667,2538.0
56,glam,408.5967361799849,131,167.7930534351145,,4.267175572519084,2857.0
57,gmic,482.14442293701,155,149.98258064516128,,3.141935483870968,2614.0
57,nyu,62.26814515702426,20,439.884,,3.45,2647.0
57,glam,402.3671415379795,129,157.69713178294575,,4.178294573643411,2857.0
58,gmic,480.6914046930033,154,153.2412987012987,,1.344155844155844,2617.0
58,nyu,64.09915055599413,21,464.08809523809526,,0.0,2647.0
58,glam,404.69964313000673,130,163.4543846153846,,4.107692307692307,2857.0
59,gmic,495.6187791170087,159,158.84773584905662,,2.79874213836478,2614.0
59,nyu,74.82704136997927,24,454.7220833333333,,2.375,2647.0
59,glam,421.5945743200136,136,166.95801470588236,,4.5588235294117645,2856.0
60,gmic,484.7732059370028,156,156.29038461538462,,1.807692307692308,2685.0
60,nyu,72.28776698699221,23,462.73652173913047,,1.4782608695652173,2717.0
60,glam,406.6763729939994,131,168.1441221374046,,3.381679389312977,2927.0
61,gmic,488.11445802802336,157,160.16764331210192,,2.305732484076433,2685.0
61,nyu,72.12465524100116,23,486.0491304347826,,1.0,2720.0
61,glam,409.9883512240194,132,171.41386363636366,,3.962121212121212,2927.0
62,gmic,498.2033437109785,160,163.374875,,2.15625,2685.0
62,nyu,85.90363176201936,28,435.05642857142857,,1.3571428571428572,2717.0
62,glam,420.2451423430175,135,175.6702222222222,,3.340740740740741,2923.0
63,gmic,464.8690493989852,149,143.68993288590605,,1.9731543624161076,2685.0
63,nyu,52.87133308901685,17,432.59941176470585,,2.117647058823529,2718.0
63,glam,388.1092785189976,125,150.16207999999995,,2.432,2927.0
64,gmic,483.6502084259992,155,155.78,,2.206451612903226,2755.0
64,nyu,73.56986867199885,24,437.6479166666666,,0.7083333333333334,2533.0
64,glam,409.4085241550056,131,169.5683969465649,,4.274809160305344,2742.0
65,gmic,483.7009523159941,155,158.94787096774192,,2.4838709677419355,2500.0
65,nyu,70.90861662701354,23,465.2717391304348,,1.3478260869565215,2533.0
65,glam,404.6779892589839,130,168.06976923076925,,3.6,2742.0
66,gmic,482.0058703679824,155,155.1570322580645,,3.335483870967742,2501.0
66,nyu,68.607987099007,22,446.5277272727273,,2.4545454545454546,2533.0
66,glam,408.6436194480048,131,166.59809160305343,,2.8244274809160306,2743.0
67,gmic,475.9506266239914,153,155.56699346405227,,5.019607843137255,2500.0
67,nyu,63.91915356100071,21,462.3209523809524,,1.0952380952380951,2538.0
67,glam,404.08047886102577,130,162.6226153846154,,3.392307692307692,2853.0
68,gmic,488.09056373799103,157,158.20980891719745,,2.2229299363057327,2612.0
68,nyu,69.44544006700744,23,455.9491304347826,,1.7391304347826086,2644.0
68,glam,412.02278254099656,132,168.69136363636363,,2.643939393939394,2854.0
69,gmic,489.2709854340064,157,159.92006369426753,,3.1847133757961785,2612.0
69,nyu,77.20696637799847,25,455.3592,,1.88,2644.0
69,glam,412.2140276840073,132,172.12545454545457,,5.424242424242424,2854.0
70,gmic,480.8462296419893,155,154.0758709677419,,2.064516129032258,2611.0
70,nyu,62.617682751995744,20,481.1625,,2.0,2645.0
70,glam,404.18255851700087,130,161.38684615384616,,2.353846153846154,2854.0
71,gmic,481.6822603549808,155,157.7556129032258,,2.206451612903226,2611.0
71,nyu,71.6121204039955,23,444.4213043478261,,2.5217391304347827,2717.0
71,glam,404.6614078609855,130,166.75653846153844,,3.0,2924.0
72,gmic,480.1991127669753,154,156.11954545454546,,1.6363636363636365,2682.0
72,nyu,67.38565445400309,22,466.56772727272727,,1.9090909090909087,2714.0
72,glam,402.906422220025,129,165.10519379844962,,3.728682170542636,2924.0
73,gmic,477.4226220859855,153,154.17803921568628,,2.045751633986928,2682.0
73,nyu,68.9414701469941,22,448.7522727272727,,2.636363636363636,2714.0
73,glam,401.2991268249753,129,164.8290697674419,,5.348837209302325,2924.0
74,gmic,505.3661288560252,162,152.41586419753085,,3.246913580246914,2776.0
74,nyu,83.51109843200538,27,422.6303703703704,,0.0,2615.0
74,glam,430.3271300600027,138,166.0994927536232,,2.760869565217391,3030.0
75,gmic,505.16024085800746,162,161.37067901234568,,2.271604938271605,2676.0
75,nyu,79.15435645799153,25,459.8628,,0.88,2705.0
75,glam,419.23870504801744,134,170.0023880597015,,3.5074626865671643,2929.0
76,gmic,480.6457510750042,154,152.31214285714285,,1.7142857142857142,2687.0
76,nyu,61.61281755898381,20,465.893,,1.35,2719.0
76,glam,401.2770793090167,129,160.83573643410853,,6.232558139534884,2931.0
77,gmic,482.5888230160344,155,155.03799999999998,,2.509677419354839,2686.0
77,nyu,63.303142766002566,20,486.5035,,1.35,2724.0
77,glam,406.7508957599639,131,167.1790076335878,,3.3282442748091605,3044.0
78,gmic,500.4987929590279,161,166.67801242236024,,2.1366459627329197,2601.0
78,nyu,84.0558096159948,27,480.5829629629629,,0.8888888888888888,2635.0
78,glam,421.01353437203215,135,176.67466666666664,,3.5185185185185186,2844.0
79,gmic,496.7203249710146,159,167.47754716981132,,2.0,2602.0
79,nyu,80.71283969498472,26,485.5473076923077,,2.3461538461538463,2634.0
79,glam,419.59283283603145,135,175.59422222222224,,4.592592592592593,2844.0
80,gmic,488.5942655849504,157,156.72745222929936,,0.8853503184713376,2603.0
80,nyu,64.955693919037,21,480.4623809523809,,1.6666666666666667,2634.0
80,glam,424.6403894129908,136,164.77389705882354,,4.492647058823529,3228.0
81,gmic,490.7005158170359,157,151.68337579617835,,2.554140127388535,2781.0
81,nyu,54.60811938694678,18,451.14,,0.9444444444444444,2561.0
81,glam,397.8455132149975,128,153.43171875,,4.28125,2770.0
82,gmic,497.50251440901775,160,162.9928125,,1.59375,2527.0
82,nyu,81.25373474700609,26,446.6042307692308,,1.6923076923076923,2559.0
82,glam,418.2938017209526,134,173.07873134328358,,3.582089552238806,2822.0
